Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Vulpecula,1622998472,"""6917529606093923387""",favorite,Legendary,Hand Cannon,lost,KineticSlot,Stasis,1542,,Stability,1,Vault,true,false,4,15,,97,69,78,32,14,0,0,64,180,62,13,44,0,0,0,,Precision Frame*,Fluted Barrel*,Polygonal Rifling,Tactical Mag*,Steady Rounds,Outlaw*,Adagio*,Opening Shot,Boss Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Furina-2mg,3383958217,"""6917529755690582768""",infuse,Rare,Submachine Gun,campaign,Energy,Void,1534,,,,Vault,false,false,2,4,,87,43,15,17,13,0,0,44,900,33,37,77,0,0,0,,Lightweight Frame*,Fluted Barrel*,Smallbore,Tactical Mag*,Snapshot Sights*,,,,,,,,,,,
Trinary System,3258665412,"""6917529676204302156""",,Legendary,Fusion Rifle,drifter,Energy,Solar,1506,,Reload Speed,4,Vault,false,false,4,13,,85,54,75,39,15,0,0,43,0,43,8,45,660,0,0,,Adaptive Frame*,Arrowhead Brake*,Corkscrew Rifling,Liquid Coils*,Particle Repeater,Surplus*,Wellspring*,Backup Mag*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
The Number,2492081469,"""6917529463038431851""",junk,Legendary,Auto Rifle,legendaryengram,Energy,Arc,1350,,Stability,1,Vault,false,false,4,14,,70,44,29,50,20,0,0,46,450,36,33,51,0,0,0,,Precision Frame*,Fluted Barrel*,Full Bore,Alloy Magazine*,High-Caliber Rounds,Killing Wind*,Multikill Clip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Bite of the Fox,3169616514,"""6917529551845983334""",favorite,Legendary,Sniper Rifle,ironbanner,KineticSlot,Kinetic,1503,,Reload Speed,3,Vault,false,false,3,11,,68,41,90,80,43,0,0,20,72,28,4,25,0,0,0,,Aggressive Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Appended Mag*,Alloy Magazine,Threat Detector*,Explosive Payload*,Backup Mag*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Half-Truths,3257091166,"""6917529560045147019""",,Legendary,Sword,30th,Power,Arc,1529,,Impact,1,Vault,false,false,4,15,,0,0,60,0,0,0,0,0,0,0,65,0,0,0,0,,Adaptive Frame*,Hungry Edge*,Jagged Edge,Tempered Edge,Balanced Guard*,Enduring Guard,Tireless Blade*,Assassin's Blade*,Amethyst Veil*,Tier 1 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Empty Memento Socket*,*
Retraced Path,548958835,"""6917529778496669347""",,Legendary,Trace Rifle,30th,Energy,Solar,1547,,Range,4,Vault,false,false,4,15,,94,100,6,78,16,0,0,80,1000,45,94,61,0,0,0,,Adaptive Frame*,Fluted Barrel*,Full Bore,Projection Fuse*,Light Battery,Killing Wind*,Golden Tricorn*,Tier 4 Weapon*,Crucible Tracker*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Empty Memento Socket*,*,,
Razor's Edge,1796949035,"""6917529772380762991""",,Legendary,Sword,ironbanner,Power,Void,1540,,Impact,2,Vault,false,false,5,16,,0,0,61,0,0,0,0,0,0,0,63,0,0,0,0,,Vortex Frame*,Hungry Edge*,Enduring Blade,Jagged Edge,Heavy Guard*,Swordmaster's Guard,Unrelenting*,Frenzy*,Tier 2 Weapon*,Skulking Wolf*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,
Vestian Dynasty,3334276332,"""6917529537533315113""",,Legendary,Sidearm,campaign,Energy,Arc,1350,1060,Stability,1,Vault,false,false,2,4,,100,90,51,60,12,0,0,37,260,21,12,28,0,0,0,,Precision Frame*,Extended Barrel*,Chambered Compensator,Alloy Magazine*,Armor-Piercing Rounds,Kill Clip*,Dragonfly*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Wolftone Draw,3472875143,"""6917529616386776738""",,Legendary,Combat Bow,lost,Energy,Arc,1350,,Handling,5,Vault,false,false,4,15,,73,68,76,0,18,0,0,52,0,40,0,60,0,684,73,,Precision Frame*,Tactile String*,Flexible String,Carbon Arrow Shaft*,Straight Fletching,Impulse Amplifier*,Dragonfly*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Memory Interdict,3165547384,"""6917529534679493748""",,Legendary,Grenade Launcher,legendaryengram,Power,Void,1350,,Reload Speed,1,Vault,false,false,4,14,,71,58,0,0,13,65,23,28,120,73,5,37,0,0,0,,Adaptive Frame*,Volatile Launch*,Countermass,Alloy Casing*,High-Explosive Ordnance,Impulse Amplifier*,Wellspring*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Staccato-46,4019668921,"""6917529759777146653""",,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1543,,Handling,3,Vault,false,false,5,17,,88,63,62,39,20,0,0,44,180,20,19,51,0,0,0,,Precision Frame*,Arrowhead Brake*,Corkscrew Rifling,Extended Mag*,Alloy Magazine,Outlaw*,Explosive Payload*,Tier 3 Weapon*,Suros Synergy*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Cup-Bearer SA/2,1877183765,"""6917529758349687334""",,Rare,Rocket Launcher,campaign,Power,Solar,1535,,,,Vault,false,false,2,4,,53,55,0,0,20,45,67,26,20,48,1,37,0,0,0,,Adaptive Frame*,Hard Launch*,Linear Compensator,High-Velocity Rounds*,Cluster Bomb*,,,,,,,,,,,
Eye of Sol,3164743584,"""6917529612434386500""",,Legendary,Sniper Rifle,trials,KineticSlot,Kinetic,1350,,Handling,1,Vault,false,false,4,14,,72,68,70,50,45,0,0,59,90,50,4,62,0,0,0,,Adaptive Frame*,Fluted Barrel*,Smallbore,Tactical Mag*,Flared Magwell,Surplus*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Outrageous Fortune,4146702548,"""6917529778449521612""",,Legendary,Grenade Launcher,strikes,Power,Solar,1546,,Handling,4,Vault,false,false,3,11,,57,30,0,0,13,50,40,44,150,20,4,29,0,0,0,,Rapid-Fire Frame*,Confined Launch*,Hard Launch,Remote Detonation*,Black Powder,Threat Detector*,Genesis*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Timelines' Vertex,3055192515,"""6917529610298917803""",,Legendary,Fusion Rifle,legendaryengram,Energy,Solar,1504,,Range,10,Vault,false,false,3,10,,60,60,70,55,20,0,0,40,0,20,8,30,660,0,0,,Adaptive Frame*,Transmission MS7*,Spark PS,Ionized Battery*,Particle Repeater,Auto-Loading Holster*,Snapshot Sights*,Quick Access Sling*,Masterwork*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Berenger's Memory,407621213,"""6917529517870985979""",,Legendary,Grenade Launcher,contact,Power,Void,1350,,Blast Radius,4,Vault,false,false,3,11,,70,30,0,0,13,34,38,49,150,21,5,16,0,0,0,,Rapid-Fire Frame*,Confined Launch*,Linear Compensator,Spike Grenades*,High-Explosive Ordnance,Field Prep*,Shield Disorient*,Bloody Tooth*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Punching Out,378498222,"""6917529751124156761""",,Legendary,Sidearm,strikes,Energy,Solar,1531,,Handling,2,Vault,false,false,4,15,,98,56,35,26,12,0,0,73,450,43,15,49,0,0,0,,SUROS Rapid-Fire*,Chambered Compensator*,Full Bore,Armor-Piercing Rounds*,High-Caliber Rounds,Encore*,Harmony*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Cup-Bearer SA/2,1877183765,"""6917529790913777417""",,Rare,Rocket Launcher,campaign,Power,Solar,1550,,,,Vault,false,false,2,4,,53,55,0,0,20,45,67,26,20,48,1,37,0,0,0,,Adaptive Frame*,Hard Launch*,Linear Compensator,High-Velocity Rounds*,Cluster Bomb*,,,,,,,,,,,
Glacioclasm,1030895163,"""6917529555936521908""",,Legendary,Fusion Rifle,events,Energy,Void,1350,,Range,1,Vault,true,false,4,12,The Dawning,100,55,95,64,16,0,0,29,0,0,7,43,960,0,0,,High-Impact Frame*,Arrowhead Brake*,Polygonal Rifling,Ionized Battery*,Liquid Coils,Killing Wind*,Demolitionist*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
No Turning Back,720351794,"""6917529535267877647""",keep,Legendary,Combat Bow,tangled,KineticSlot,Kinetic,1350,1060,Handling,3,Vault,false,false,2,4,,72,66,76,0,18,0,0,38,0,40,0,57,0,720,98,,Precision Frame*,High Tension String*,Fiberglass Arrow Shaft*,Explosive Head*,Snapshot Sights,Hip-Fire Grip*,Distant Earth*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Tomorrow's Answer,958384347,"""6917529602243022332""",,Legendary,Rocket Launcher,trials,Power,Void,1350,,Reload Speed,1,Vault,false,false,4,13,,55,73,0,0,20,100,40,50,15,66,1,62,0,0,0,,High-Impact Frame*,Volatile Launch*,Linear Compensator,Alloy Casing*,High-Velocity Rounds,Tracking Module*,Thresh*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Hoosegow,3669616453,"""6917529507804330011""",,Legendary,Rocket Launcher,dungeon,Power,Arc,1541,,Reload Speed,2,Vault,false,false,3,11,,80,63,0,0,20,65,43,46,20,46,1,38,0,0,0,,Adaptive Frame*,Confined Launch*,Countermass,Black Powder*,Impact Casing,Underdog*,Cluster Bomb*,Cerulean Divide*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Nox Lumen II,3441197113,"""6917529758405480900""",,Rare,Fusion Rifle,campaign,Energy,Void,1539,,,,Vault,false,false,2,4,,67,55,90,47,15,0,0,20,0,15,5,27,960,0,0,,High-Impact Frame*,Fastdraw IS*,Quickdraw IS,Accelerated Coils*,Hip-Fire Grip*,,,,,,,,,,,
Code Duello,2496242052,"""6917529789853415592""",,Legendary,Rocket Launcher,battlegrounds,Power,Solar,1350,,Velocity,1,Vault,false,false,4,13,,82,62,0,0,20,80,53,83,15,35,1,79,0,0,0,,High-Impact Frame*,Countermass*,Hard Launch,Implosion Rounds*,Impact Casing,Auto-Loading Holster*,Ambitious Assassin*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
IKELOS_SG_v1.0.2,1096206669,"""6917529564278538487""",,Legendary,Shotgun,dungeon,Energy,Solar,1350,,Range,1,Vault,false,false,3,11,,79,72,65,45,12,0,0,37,140,71,8,34,0,0,0,,Rapid-Fire Frame*,Extended Barrel*,Smallbore,Tactical Mag*,Light Mag,Feeding Frenzy*,Rampage*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Exitus Mk.I,3117873459,"""6917529756899136714""",infuse,Rare,Machine Gun,campaign,Power,Void,1535,,,,Vault,false,false,4,13,,62,58,41,49,16,0,0,36,450,41,50,51,0,0,0,,Adaptive Frame*,Smallbore*,Armor-Piercing Rounds*,Killing Wind*,,,,,,,,,,,,
Null Composure,1644680957,"""6917529499722365957""",,Legendary,Fusion Rifle,banshee,Energy,Void,1350,,Range,10,Vault,false,false,4,14,,55,38,55,49,16,0,0,40,0,48,8,71,500,0,0,,Rapid-Fire Frame*,Fluted Barrel*,Projection Fuse*,Feeding Frenzy*,Heating Up,Reservoir Burst*,High-Impact Reserves,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,,,
Sand Wasp-3au,2351747818,"""6917529757191066606""",,Rare,Auto Rifle,campaign,Energy,Arc,1535,,,,Vault,false,false,2,4,,81,70,18,33,16,0,0,48,720,45,48,50,0,0,0,,Rapid-Fire Frame*,Arrowhead Brake*,Polygonal Rifling,High-Caliber Rounds*,Dynamic Sway Reduction*,,,,,,,,,,,
The Deicide,217140611,"""6917529545593874887""",,Legendary,Shotgun,legendaryengram,Energy,Void,1350,,Range,1,Vault,false,false,4,14,,62,64,65,53,12,0,0,27,140,63,7,38,0,0,0,,Rapid-Fire Frame*,Smoothbore*,Full Choke,Accurized Rounds*,Light Mag,Surplus*,Unrelenting*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Rest for the Wicked,2891976013,"""6917529790913778573""",,Rare,Sword,campaign,Power,Void,1550,,,,Vault,false,false,2,4,,0,0,58,0,0,0,0,0,0,0,65,0,0,0,0,,Adaptive Frame*,Enduring Blade*,Honed Edge,Balanced Guard*,Assassin's Blade*,,,,,,,,,,,
Fighting Lion,3549153978,"""6917529533506661489""",,Exotic,Grenade Launcher,,Energy,Void,1350,,Reload Speed,10,Vault,false,false,1,1,,90,80,0,0,13,90,50,75,90,30,1,100,0,0,0,,Delayed Gratification*,Countermass*,Implosion Rounds*,Thin the Herd*,Short-Action Stock*,Fighting Lion Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
The Huckleberry,2286143274,"""6917529542776128110""",,Exotic,Submachine Gun,,KineticSlot,Kinetic,1350,,,10,Vault,false,false,1,3,,100,49,22,53,15,0,0,51,750,0,37,86,0,0,0,,Ride the Bull*,Fluted Barrel*,Ricochet Rounds*,Rampage*,Short-Action Stock*,Huckleberry Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Flash and Thunder,1983332560,"""6917529538585190088""",,Legendary,Grenade Launcher,edz,Energy,Arc,1350,1060,Stability,5,Vault,false,false,1,1,,60,75,0,0,13,0,80,39,90,68,1,65,0,0,0,,Lightweight Frame*,Linear Compensator*,Quick Launch,Hard Launch,Blinding Grenades*,Concussion Grenades,Field Prep*,Arc Damage Mod*,Masterwork Weapon*,,,,,,,
Canis Major,2066434718,"""6917529599338416210""",favorite,Legendary,Grenade Launcher,lost,Power,Solar,1530,,Velocity,2,Vault,true,false,4,15,,69,30,0,0,13,35,49,24,150,2,7,15,0,0,0,,Rapid-Fire Frame*,Volatile Launch*,Smart Drift Control,Augmented Drum*,Sticky Grenades,Impulse Amplifier*,Chain Reaction*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Wishbringer,3356526253,"""6917529659878733951""",,Legendary,Shotgun,crucible,Energy,Solar,1500,,Range,4,Vault,false,false,3,11,,43,68,65,44,12,0,0,31,140,48,7,17,0,0,0,,Rapid-Fire Frame*,Rifled Barrel*,Smoothbore,Appended Mag*,Accurized Rounds,Grave Robber*,Moving Target*,Crucible Legacy*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Half-Truths,3257091166,"""6917529790920020380""",,Legendary,Sword,30th,Power,Arc,1556,,Impact,1,Vault,false,false,4,15,,0,0,60,0,0,0,0,0,0,0,65,0,0,0,0,,Adaptive Frame*,Hungry Edge*,Enduring Blade,Jagged Edge,Balanced Guard*,Burst Guard,Thresh*,En Garde*,Tier 1 Weapon*,Kill Tracker*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Empty Memento Socket*,*,
Jurassic Green,2261046232,"""6917529511623393624""",,Legendary,Pulse Rifle,events,Energy,Solar,1350,,Handling,1,Vault,false,false,4,15,Festival of the Lost,60,76,23,42,17,0,0,41,540,27,35,10,0,0,0,,Rapid-Fire Frame*,Extended Barrel*,Polygonal Rifling,Armor-Piercing Rounds*,High-Caliber Rounds,Subsistence*,Multikill Clip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Skyburner's Oath,4255268456,"""6917529740290162034""",,Exotic,Scout Rifle,,Energy,Solar,1516,,,10,Vault,false,false,1,1,,100,90,67,80,21,0,0,50,150,30,20,65,0,0,0,,Slug Rifle*,Extended Barrel*,Extended Mag*,For the Empire*,Short-Action Stock*,Skyburner Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Distant Tumulus,2807687156,"""6917529610309203888""",,Legendary,Sniper Rifle,legendaryengram,Energy,Solar,1350,,Range,1,Vault,false,false,3,10,,52,72,55,35,45,0,0,35,140,57,7,68,0,0,0,,Rapid-Fire Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag*,Flared Magwell,Genesis*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Gallu RR3,617501162,"""6917529789846332004""",,Legendary,Sniper Rifle,legendaryengram,Energy,Arc,1548,,Range,4,Vault,false,false,5,17,,79,61,70,52,40,0,0,62,90,37,4,43,0,0,0,,Adaptive Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Steady Rounds*,Alloy Magazine,Shoot to Loot*,Focused Fury*,Tier 4 Weapon*,Omolon Fluid Dynamics*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Forge's Pledge,1076810832,"""6917529748344134486""",,Legendary,Pulse Rifle,ironbanner,Energy,Solar,1525,,Stability,4,Vault,false,false,5,16,,51,61,29,38,17,0,0,66,390,52,39,54,0,0,0,,Adaptive Frame*,Fluted Barrel*,Full Bore,Tactical Mag*,Alloy Magazine,Auto-Loading Holster*,Rampage*,Tier 4 Weapon*,Skulking Wolf*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Deepsight Resonance*,,,
"First In, Last Out",3616586446,"""6917529659878739437""",,Legendary,Shotgun,contact,Energy,Arc,1500,,Stability,1,Vault,false,false,3,11,,58,27,70,58,12,0,0,46,65,25,7,75,0,0,0,,Pinpoint Slug Frame*,Fluted Barrel*,Hammer-Forged Rifling,Extended Mag*,Accurized Rounds,Auto-Loading Holster*,Vorpal Weapon*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Shepherd's Watch,3743729616,"""6917529552462818076""",,Legendary,Sniper Rifle,legendaryengram,KineticSlot,Kinetic,1350,,Stability,1,Vault,false,false,4,15,,100,60,70,57,50,0,0,43,90,37,4,48,0,0,0,,Adaptive Frame*,Arrowhead Brake*,Smallbore,Accurized Rounds*,Steady Rounds,No Distractions*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Seventh Seraph CQC-12,1821724780,"""6917529560016814562""",,Legendary,Shotgun,seasonpass,Energy,Solar,1547,,Handling,1,Vault,false,false,3,10,,56,46,65,43,12,0,0,59,90,60,6,80,0,0,0,,Lightweight Frame*,Barrel Shroud*,Corkscrew Rifling,Assault Mag*,Appended Mag,Quickdraw*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Typhon GL5,3568377122,"""6917529775306855235""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1539,,Velocity,2,Vault,false,false,5,16,,50,60,0,0,13,65,32,32,120,75,6,37,0,0,0,,Adaptive Frame*,Volatile Launch*,Quick Launch,Alloy Casing*,High-Velocity Rounds,Stats for All*,One for All*,Tier 2 Weapon*,Omolon Fluid Dynamics*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
IKELOS_SR_v1.0.2,1253087083,"""6917529552472584490""",,Legendary,Sniper Rifle,contact,Energy,Solar,1350,,Stability,1,Vault,false,false,3,11,,57,73,55,35,45,0,0,50,140,67,7,72,0,0,0,,Rapid-Fire Frame*,Corkscrew Rifling*,Polygonal Rifling,Tactical Mag*,Flared Magwell,Fourth Time's the Charm*,Multikill Clip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Wavesplitter,1852863732,"""6917529533519734610""",,Exotic,Trace Rifle,,Energy,Void,1350,,,,Vault,false,false,2,4,,100,100,6,67,16,0,0,96,1000,45,100,46,0,0,0,,Harmonic Laser*,Polygonal Rifling*,Enhanced Battery*,Supercharged Battery*,Fitted Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,
Palmyra-B,3489657138,"""6917529789861466921""",,Legendary,Rocket Launcher,legendaryengram,Power,Stasis,1550,,Reload Speed,2,Vault,false,false,5,16,,65,62,0,0,20,90,54,40,15,24,1,43,0,0,0,,Häkke Precision Frame*,Linear Compensator*,Smart Drift Control,Black Powder*,High-Velocity Rounds,Unrelenting*,Lasting Impression*,Tier 2 Weapon*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,,,
Tarantula,3335343363,"""6917529536072545179""",,Legendary,Linear Fusion Rifle,legendaryengram,Power,Arc,1350,,Handling,1,Vault,false,false,4,13,,65,58,41,55,25,0,0,42,0,3,7,41,533,0,0,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Ionized Battery*,Projection Fuse,Feeding Frenzy*,Dragonfly*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
The Chaperone,3413860062,"""6917529533942721737""",,Exotic,Shotgun,,KineticSlot,Kinetic,1350,,,,Vault,false,false,2,4,,50,70,75,100,12,0,0,30,70,30,6,80,0,0,0,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,
Extraordinary Rendition,1097616550,"""6917529616417747624""",,Legendary,Submachine Gun,battlegrounds,KineticSlot,Kinetic,1350,,Range,3,Vault,true,false,4,13,,100,34,22,45,15,0,0,18,750,2,31,50,0,0,0,,Aggressive Frame*,Chambered Compensator*,Full Bore,Extended Mag*,Steady Rounds,Outlaw*,Multikill Clip*,Rosescale*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Cold Front,1506719573,"""6917529555927524592""",,Legendary,Submachine Gun,events,KineticSlot,Kinetic,1507,,Handling,3,Vault,false,false,4,12,The Dawning,92,29,22,45,13,0,0,12,750,19,27,61,0,0,0,,Aggressive Frame*,Corkscrew Rifling*,Extended Barrel,Alloy Magazine*,Flared Magwell,Subsistence*,Surrounded*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Distant Relation,2034817450,"""6917529610190866446""",,Legendary,Scout Rifle,drifter,Energy,Solar,1350,1060,Reload Speed,1,Vault,false,false,2,4,,58,61,62,36,20,0,0,69,180,40,16,55,0,0,0,,Precision Frame*,Fluted Barrel*,Steady Rounds*,Triple Tap*,Dragonfly*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Steel Sybil Z-14,4230993599,"""6917529749832660561""",,Legendary,Sword,crucible,Power,Void,1531,,Impact,2,Vault,false,false,3,11,,0,0,59,0,0,0,0,0,0,0,66,0,0,0,0,,Adaptive Frame*,Enduring Blade*,Honed Edge,Tempered Edge,Balanced Guard*,Burst Guard,Tireless Blade*,En Garde*,Crucible Legacy*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,
Bayesian MSu,1678957656,"""6917529748381360415""",,Rare,Pulse Rifle,campaign,KineticSlot,Kinetic,1528,,,,Vault,false,false,2,4,,66,57,29,41,19,0,0,47,390,38,35,49,0,0,0,,Adaptive Frame*,Red Dot-ORS*,Red Dot-ORS1,Alloy Magazine*,Full Auto Trigger System*,,,,,,,,,,,
Retold Tale,346136302,"""6917529660379206207""",,Legendary,Shotgun,dreaming,Energy,Void,1501,,Range,1,Vault,false,false,4,13,,64,75,70,66,12,0,0,55,65,41,7,44,0,0,0,,Precision Frame*,Barrel Shroud*,Full Choke,Appended Mag*,Accurized Rounds,Field Prep*,Killing Wind*,Burnished Dreams*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Riskrunner,3089417789,"""6917529538656201959""",,Exotic,Submachine Gun,,Energy,Arc,1512,,Range,10,Vault,false,false,1,1,,100,50,20,80,13,0,0,55,900,15,41,71,0,0,0,,Arc Conductor*,Arrowhead Brake*,Extended Mag*,Superconductor*,Short-Action Stock*,Riskrunner Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Refrain-23,2351747817,"""6917529748462617717""",,Rare,Auto Rifle,campaign,Energy,Solar,1528,,,,Vault,false,false,2,4,,73,62,21,43,16,0,0,46,600,30,47,65,0,0,0,,Adaptive Frame*,SLO-12 Post*,SPO-57 Front,Ricochet Rounds*,Rampage*,,,,,,,,,,,
Palmyra-B,3489657138,"""6917529756888432355""",,Legendary,Rocket Launcher,legendaryengram,Power,Stasis,1534,,Velocity,1,Vault,false,false,5,16,,95,62,0,0,20,20,60,70,15,22,1,53,0,0,0,,Häkke Precision Frame*,Countermass*,Quick Launch,Implosion Rounds*,Impact Casing,Auto-Loading Holster*,Adrenaline Junkie*,Tier 1 Weapon*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,,,
Temptation's Hook,35794111,"""6917529599356954171""",,Legendary,Sword,contact,Power,Arc,1350,,Impact,2,Vault,false,false,3,11,,0,0,47,0,0,0,0,0,0,0,59,0,0,0,0,,Caster Frame*,Hungry Edge*,Honed Edge,Tempered Edge,Balanced Guard*,Swordmaster's Guard,Tireless Blade*,En Garde*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Negative Space,3629968765,"""6917529602197246184""",,Legendary,Sword,dungeon,Power,Solar,1350,,Impact,1,Vault,false,false,3,11,,0,0,62,0,0,0,0,0,0,0,60,0,0,0,0,,Adaptive Frame*,Honed Edge*,Jagged Edge,Balanced Guard*,Burst Guard,Relentless Strikes*,Whirlwind Blade*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Reed's Regret,1399243961,"""6917529513911110481""",,Legendary,Linear Fusion Rifle,trials,Power,Stasis,1350,,"Charge Time, Impact",1,Vault,false,false,4,15,,76,66,38,45,25,0,0,53,0,48,6,66,530,0,0,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Accelerated Coils*,Projection Fuse,Hip-Fire Grip*,Celerity*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Complex Solution,287042893,"""6917529538588431511""",,Legendary,Sword,edz,Power,Void,1350,1060,Impact,5,Vault,false,false,1,1,,0,0,63,0,0,0,0,0,0,0,63,0,0,0,0,,Adaptive Frame*,Tempered Edge*,Hungry Edge,Enduring Guard*,Balanced Guard,Tireless Blade*,Void Damage Mod*,Masterwork Weapon*,,,,,,,,
Sola's Scar,1313528549,"""6917529597430352743""",,Legendary,Sword,trials,Power,Solar,1350,,Impact,1,Vault,false,false,4,13,,0,0,58,0,0,0,0,0,0,0,66,0,0,0,0,,Caster Frame*,Enduring Blade*,Honed Edge,Jagged Edge,Burst Guard,Enduring Guard*,Energy Transfer*,Counterattack*,Minor Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,
Falling Guillotine,614426548,"""6917529738616709634""",,Legendary,Sword,seasonpass,Power,Void,1514,,Impact,1,Vault,false,false,3,11,,0,0,58,0,0,0,0,0,0,0,66,0,0,0,0,,Vortex Frame*,Enduring Blade*,Honed Edge,Jagged Edge,Burst Guard*,Heavy Guard,Tireless Blade*,Counterattack*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
